sentence	sentence_id	locale	reason
Marcelo Machado dos Santos	1d6b13c6bdc0852f18e46d1b4493ca134d4089f7ca1bf98ec25738049233e32b	it	different-language
Terrell Myers	1d8abd4ff093d4eaffaf303a6408bd12daf6357ef8a9e36689ebee75de175b59	it	different-language
What Difference Does It Make?	1d7461a92b966f62af14118f62e50cd9d590df311fad4e7f09587d46edb40f46	it	different-language
Karel Hes	1d6ab39758bd9bae68873fbc47cb0bd4d27c30e4e32d28c6977e76a4a3ff5327	it	different-language
The Boy Scouts to the Rescue	1d5c789660955ba5677e08de4523c4654068df8b4e93366e44bd0b2657e9e754	it	different-language
Jeffrey Campbell	1d568fbad9c7a47723b293b00f5d78bd6141f7ee47d8ed6519587938deb02459	it	different-language
The Howling	1d30d950ec98bc76bc50de4300eb01ba1f39f03dace662a13e9210f00572e325	it	different-language
Nick Faust	1d6b9fe738cb2e243a42e5202b86ea5a38e633943a0a6a58b1bd95de8377d990	it	different-language
Est em	1d5d3ab39a0ba7b98e29280d48b1a51c40bc49e6e0c5e0e068a0778ef0d6b3bb	it	different-language
Heinz on Sports".	1d5bcd4053800c3dc6ccc344570b22f77b864cfd5d042971204de43c87ef86e9	it	different-language
Jeong Seon-min	1d2300804a0634aabbdd4206b824c2e744d34d3686cf01c9a3ac12da5d0fdcf3	it	different-language
Gareth Cooper	1d2aa9e7e13ee684227a2ecce06f27f45b437baf46b3bd1749eb8a298b0026af	it	different-language
Growing Up	1d0d91d72e7d7b998345100e50b35cab2d29c76ef79a528693f96da918b801a5	it	different-language
Cho Dong-gun	1d363036731e4535cc5082c3e8cbfb85c4e5ec791b17c19cd291f6823b969e57	it	different-language
Marcelo Machado dos Santos	1d6b13c6bdc0852f18e46d1b4493ca134d4089f7ca1bf98ec25738049233e32b	it	different-language
Complete Best	1d3206dfcd77b61dd39ddcccede27404dafd70e534ae024d716800f86bac2ad3	it	different-language
Ricevette il kanji "家" da Tokugawa Ieyasu e il cognome Matsudaira.	1c5920f580191456af16471e218ad9fe69806eb97db393cfe6b6e50375594c84	it	difficult-pronunciation
The Next Step	1cdefb7255c7c99ba88dc6baacc3473f568c8fcc784d67828db8a1aad316ca0a	it	different-language
Henry Perrin Coon	1d6c0fd58d5886e9c17c734ff284c4cfacf7b71746871b627f5f2f1bc5f85873	it	different-language
Tudor inizia la sua carriera nell', dove è anche cresciuto.	1c4e952f8c52a84ac11a194ffccdf852aa5a0d76e4e581c762ca9b8ba08c94a4	it	grammar-or-spelling
L'album è diviso in due parti, "Hounds of Love" e "The Ninth Wave".	1d308c398a8456d6077a91c90608d44a726afcadd9fea0d8dd2b84be8ed3c68b	it	different-language
Who Says God Is Dead!	1d15675cc245b5e8e03abf4dd3c47fed08e6e6a0fd94e089e8135954addfb50b	it	different-language
Jones dopperà un nuovo cattivo femminile, rivelando essere Zeta nel trailer del teaser.	1d7d419ccf6d3d61ee8bd82429d938b7d6949a4a07efdf3a3776b8c0fafcdf7a	it	grammar-or-spelling
Lucky You	1d9322a192b81663f29f60ae121f872ff9cdc4d42833a465b33b336adcd722ce	it	different-language
A Man of Honor	1d5a4d1948f5f05cc9ff0579c9718765b0757e1f1b0b0df1897994f498913229	it	different-language
Gerard Davis	1d51dc911551101001ee3f03e039ba026a9f59085ca1f649b6c9aac9f3b31168	it	different-language
All Over the World	1d4302eb6c842ac3413d9da783b4dd6cf7fd0fd3630ac4fd3b74fc5d6d532b5a	it	different-language
Hail to the Chief!	1d2dcc50381ce529a7bd2dd6309e47358f9e2f80d8a081d01a2c80c42abcb886	it	different-language
Per Gunnar Berlin	1d35f5da4840675d62e983b9c8aeccfe81d0fb6af03d990523ccddfe6d5eec24	it	different-language
The Howling	1d30d950ec98bc76bc50de4300eb01ba1f39f03dace662a13e9210f00572e325	it	different-language
Vladimiro Etson António Félix	1c552445976a18d39a020281c7db944004365354112673f3a4efde7494fbda51	it	different-language
The Bells	1d9314493524e712787374a652f89936aad7895814fb4f5e5e48defcf4264df4	it	different-language
Keith Smith	1d3df8f50a4bdc74c2ce8b5e91bd185bd6d999010de56ff3337a9e20bf31399b	it	different-language
Our Man in Havana	1cfb7bf78a13c68d47fbe660ce1843dc17974a21dd921c8225a772f4dd87fb96	it	different-language
Maria Jelinek	1d79fb347d1f6a7cd5ec47219778a8b4545c29f579a50ed7521070449ded34ab	it	different-language
Who Says God Is Dead!	1d15675cc245b5e8e03abf4dd3c47fed08e6e6a0fd94e089e8135954addfb50b	it	different-language
Our Man in Havana	1cfb7bf78a13c68d47fbe660ce1843dc17974a21dd921c8225a772f4dd87fb96	it	different-language
Lucky You	1d9322a192b81663f29f60ae121f872ff9cdc4d42833a465b33b336adcd722ce	it	different-language
Jack Kiley	1d632aaab27d68bcf9ae0d333a14621c3d04f54406ab3dff041b7e7f95467c6e	it	different-language
Per qualche tempo risiede a Miami per poi si trasferirsi a New York.	1d9e4f35f2d15b4ae037f7f525e8503d08ead78ffbb70384da1a67d892029e30	it	grammar-or-spelling
Sharon Ritchie	1d74f1c7d2654df8e29870cfdd764c1e81cf3c1f1e11f24c160e62bc11b866d7	it	different-language
Finanziamenti crisi dovesse diventare una caratteristica dei siti storia successiva.	1d4283c01972e8ec1e46016365354f3416ec413d227a8168afb50a1ff6f2581f	it	grammar-or-spelling
Gypsy Woman	1d49fde2e53033d2056bbe99e8c48965e2cf6683457731ba3a20792bbe1193a5	it	different-language
A Man of Honor	1d5a4d1948f5f05cc9ff0579c9718765b0757e1f1b0b0df1897994f498913229	it	different-language
Gli Atlantic City Seagulls, i Long Island Surf e i Maryland Mustangs si sciolsero.	1d6fb92f2f68cbf82eb15d8677cc62a2c96fdfdbadd15e1862e6a4cfd75162e9	it	different-language
Signal Corps, il genio militare dell'esercito degli Stati Uniti.	1da51df934d361fa0234a53c30e3d2514b52c8b4587f6badd9a6166a8a67ed68	it	different-language
All Over the World	1d4302eb6c842ac3413d9da783b4dd6cf7fd0fd3630ac4fd3b74fc5d6d532b5a	it	different-language
Supportò Uesugi Kagekatsu durante l"'Ōtate no Ran".	1cdb76086119c9186a632d72e3ddc4e745271733f110869e186c1b3d58e16b78	it	different-language
La Ә viene spesso traslitterata con Ä.	1bc56b3f14eda0d3f8fb62c59c8dfd11668b5a3a34929529f80ab21764681b2c	it	grammar-or-spelling
Victor vuole stare con Sheryl perché e perdutamente innamorato di lei.	1d9e658f5c0596aea10fc9feba4b3279acbf72d68e35cc4e19dedd6b8606e5b8	it	grammar-or-spelling
Ha iniziato la carriera calcistica con gli sloveni del sua città natale.	1cb443ca55a8f3e45f592d9deeb743524f59e13a8ecd7b21c45605a7d1ba7302	it	grammar-or-spelling
Robert Brady	1cb02af025841fbf5c0a1f6fefe37dba086e0647c47918de7d2c1898c6543e01	it	different-language
Distretto di Bajan-Uul	1cc2c2709154221272284ad83369d3038b405ab80b65b315490705a460b64544	it	different-language
Testi e musiche di Michael Hedges tranne dove indicato	1c2bd7893f63ce8bfb13678d6e655aa33f0d9dc1814b7406f6ca63896fc5fc35	it	different-language
Egli rubò il Silmaril dalla corona di Morgoth e sposò Lúthien.	1c8ff35209fa07c4c58a4006152a8059fdc2c4cf8e2c8d1affa0d2ce69668353	it	different-language
Донбасс; it.	1af94d7b14673cd9d6455aaabd45fb0df834a16ce0b5396247dc26e023a04c43	it	different-language
Lee Eun-sang viene annunciato come concorrente X, undicesimo ed ultimo membro del gruppo.	1cf3aa962c899ac6112552f588ae152083644473bd7ea062babddac605a7a008	it	different-language
Ad est confinava con il mar d'Azov e lo stretto di Kerč'.	1d4547adefa4e544c5fc5fd41761dcff7fc7331b8c7a23eecb41253871cb8742	it	different-language
Allan Carlsson	1dc85e1c7d0267e2b81616759f3ca8d3bd008018e4e31b569cdc2ce49db7995d	it	different-language
Ebbero due figli, Mercurio Antonio López Pacheco e Marciano Fernández Pacheco.	1dc6f72a2124261577041d1d09d180619ade3d962a476fd0c689e698e8558e0e	it	different-language
Van Houten	1d881f611bd3ce5d1c518a8915448e19236bcc9dd9f5ebed687bf331e9882f41	it	different-language
L'anno successivo si perfezionò con Heinz Hopf al Politecnico federale di Zurigo.	1dc2e49ff8a50733fb43b801c7858c30e105c63d055669d4dbbb804319e0cd84	it	different-language
Ha importanti applicazioni nell'ambito dei "rendezvous" e delle manovre orbitali.	1d811faebeff37f3eb132012b34b63e603cfafd6f0c635cd79765bb2336b2abb	it	different-language
Né Neil né Sidney vennero a sapere che Maureen aveva un altro figlio.	1db640f71f94c10ee13bd42b0fa58856f57ba7ada4576a20256719920c4472a7	it	different-language
La crisi di risultati del Gefle è continuata anche nel campionato di Superettan.	1ce8aa06de0d9a043a95964a687a92426590fbb1e4ce0abaa46d46e840f121a1	it	different-language
Attualmente gioca per la franchigia irlandese del Connacht.	1d78cdc32536ad0163cf310ad1b85318dd17faa9da6e2da58773494e06c16e25	it	different-language
Se un giorno mancasse all'uppuntamento non lo potrebbe più rivedere.	1d2b1892f9841544af1631ae694e076d6065766dc46eae1b00fc507afc997c83	it	grammar-or-spelling
Shin Hong-gi	1d293ee433e7b302fdda751afea9e21b87363e0def5396dd92549fe83c64792c	it	different-language
Big Girl	1db592069a373367509802bbd5c219bc227a718ffa0c7e62dd30611097c031eb	it	different-language
Yuan Ye	1c6376e619bc90330dd8fc29b1a21042a8f76a0473623535fc5353a75e86eaa0	it	different-language
I want to throw people off.	1da6614fca3ad405d4b8667ba3c9eab8899707c47d994990468940dd9bd2254a	it	different-language
Julio Edson Uribe	1d9c27b28fb5a7d41f6a98117ae3e2d4d444b8f899b26b07fc68470bd5a1db55	it	different-language
Pat Murphy	1db8d6b1d219f9f3c4e9896ee48cbcb810c18d64fc108b3392a47c7047499564	it	different-language
Andrew Fenn	1dd495b77b98b31a70fee4c0e744a78b74a3ff9a93f1bc956fc88d8ce846d521	it	different-language
Aşağı Ləgər	1dc4c4a1e089b356d4e8fe1e4d4242b26adadbae13057374c6214ffb7dd597f3	it	different-language
Timeless: The Classics Vol.	1d8bc5002b2a6fb9db0e3be886afd61c8e8d8b484fd8809478f9746bc243142f	it	different-language
Border Patrol	1d70ca422b2094750e61487d44b1049715bcbc045ea82eff126a9eb0572dc65a	it	different-language
Heinz on Sports".	1d5bcd4053800c3dc6ccc344570b22f77b864cfd5d042971204de43c87ef86e9	it	different-language
Da studente lavorò come medico presso l'istituto mentale di Charenton.	1dbb582246a49ecf6d3fe097e19214cf24d6765efd4d034c51057c4362dfffc8	it	different-language
Se un giorno mancasse all'uppuntamento non lo potrebbe più rivedere.	1d2b1892f9841544af1631ae694e076d6065766dc46eae1b00fc507afc997c83	it	grammar-or-spelling
Waldheim affermò successivamente di non aver avuto notizia di uccisioni di civili colà.	1dc57bc436af8853fd783f7089615a875313d7bf47b1e0e6d40af3376dea5ed3	it	different-language
Shin Hong-gi	1d293ee433e7b302fdda751afea9e21b87363e0def5396dd92549fe83c64792c	it	different-language
Danger Mouse	1daa937739afb96a4c9c4d1b037d326c488844168deba5445690dbac8be1fe21	it	different-language
Terrell Myers	1d8abd4ff093d4eaffaf303a6408bd12daf6357ef8a9e36689ebee75de175b59	it	different-language
Yuan Ye	1c6376e619bc90330dd8fc29b1a21042a8f76a0473623535fc5353a75e86eaa0	it	different-language
Trigger Fingers	1cc13528ff03dc6204ce68da638106bbec487fb092c50c2488b6d49491d84a47	it	different-language
Allan Carlsson	1dc85e1c7d0267e2b81616759f3ca8d3bd008018e4e31b569cdc2ce49db7995d	it	different-language
Jeffrey Campbell	1d568fbad9c7a47723b293b00f5d78bd6141f7ee47d8ed6519587938deb02459	it	different-language
Hey, Man!	1dce212f62fdbe21ac36f823fa1929fb723cbbc92c319795f477c5d2f7b05f40	it	different-language
A quel tempo, il secondo "kanji" era 坂 invece di 阪.	1d906c089de510fe6920e0a0122ddb2e5849ba7b8e0db13f5da4c9b38706c978	it	different-language
I want to throw people off.	1da6614fca3ad405d4b8667ba3c9eab8899707c47d994990468940dd9bd2254a	it	different-language
José Roberto de Oliveira	1db9f5b60e9e6cbe6a8a0bb7114e5b9ad9d438877c2529ce1e9f3021b257c5d6	it	different-language
Zhang Shuai	1db80b479e249bec9c0d269a680a68830d748da7e65622e843b417d8d8818e13	it	different-language
Studios di Burbank, California.	1d66927727c393994e66f86da34c383174d6a2493b2e3318eb019cda44ca78f2	it	different-language
Anatoly Bose	1dd234cab1852755258e74c7329b6450a4f8c8888afe2613a9c061522e4bc6ba	it	different-language
Shin Hong-gi	1d293ee433e7b302fdda751afea9e21b87363e0def5396dd92549fe83c64792c	it	different-language
The Last Ship	1dce6440ce5eb4f0cbbfb4d0d4e1b93fff9de28e81adf4507fe8a5570fd52d69	it	different-language
H. Johnson e John Lucas.	1ddb1a6c8c0b4ce1aeb823a0c0e77fd0a53b5ee3acadd652a71e4f2133a0ee4e	it	different-language
Gao Di	1dea123f1d2714e964a60af189e72bc851bbb55f0b18cb3bcaf2c09269fa6eb9	it	different-language
Se un giorno mancasse all'uppuntamento non lo potrebbe più rivedere.	1d2b1892f9841544af1631ae694e076d6065766dc46eae1b00fc507afc997c83	it	grammar-or-spelling
Per la squadra di Győr è il primo titolo.	1ca0c87c69037bf413606a5daf6ee194350f81a3dbf1af42e1e590a45ea1ee5e	it	difficult-pronunciation
Equipaggiò il Regio Esercito e la Wehrmacht durante la seconda guerra mondiale.	1d50404e4f68f4c155a69948509f14fecaf72e494916ff6e1d967f01b292ad2e	it	difficult-pronunciation
Six Flags Theme Parks, Inc.	1d5e5d61ea0638d5865a223ae011a739b3e6ac0955ee3ec3ba366988efa41b64	it	different-language
Anatoly Bose	1dd234cab1852755258e74c7329b6450a4f8c8888afe2613a9c061522e4bc6ba	it	different-language
James Bryson	1dd3e788378ac61d0c9e09fbb0162c552894a96e407e715745e8e65934ef2b9d	it	different-language
Jim Ard	1d1651addcba9c7c039776b84b9da44f5a13775645310383e510f2d149072b6a	it	different-language
The Birth of a Nation	1dd3dae37e3f39b98cbad2e2c327f8d1a7936861b7193e94c9a53d195151bb00	it	different-language
One of the Finest	1de8cd3efbd7f32b49eb3b6bcd0cd62991d19add331205b780c974bd4b06e863	it	different-language
Il lato città è chiamato "Machinaka-guchi", e il lato opposto è chiamato "Suitengū'guchi".	1db5301ba434e9d5a57a44f9e97ea94201a8a55bd7bccb7947536515001c96aa	it	difficult-pronunciation
Shō Takada	1ce28eee649192290a3cfcdb5f60a189b45ed31bb4215a708137a4a02143f23a	it	different-language
The Last Ship	1dce6440ce5eb4f0cbbfb4d0d4e1b93fff9de28e81adf4507fe8a5570fd52d69	it	different-language
Sharon Ritchie	1d74f1c7d2654df8e29870cfdd764c1e81cf3c1f1e11f24c160e62bc11b866d7	it	different-language
Van Houten	1d881f611bd3ce5d1c518a8915448e19236bcc9dd9f5ebed687bf331e9882f41	it	different-language
C. Mayer	1ddc9922065453c52df463d92fb0ddab448db2e447347e640b2055d5d0044dcc	it	different-language
Strife of the Party	1d3cfbf659967d6b14cbda6c3a17d64245661180a3adf5be682639fa2ad40c53	it	different-language
Francis Ernest Lloyd	1dda9b86ee3ce143bf25c0cf56bff651070cee9bb46999c365878805c49ef445	it	different-language
Julio Edson Uribe	1d9c27b28fb5a7d41f6a98117ae3e2d4d444b8f899b26b07fc68470bd5a1db55	it	different-language
I want to throw people off.	1da6614fca3ad405d4b8667ba3c9eab8899707c47d994990468940dd9bd2254a	it	different-language
Sven Neuhaus	1d6e58b2c5016adf8f6107af2f070a1d24ee694cea27ace295ab0ea113770a71	it	different-language
Rudy Mater	1dd5d47821c126bc2c127eb1ab12d328037760d9d19ea81b7457e4ee5f2a8e37	it	different-language
Andrew Fenn	1dd495b77b98b31a70fee4c0e744a78b74a3ff9a93f1bc956fc88d8ce846d521	it	different-language
Richard Funk	1de9f2f92e0d185758000f8a9e01a09a7d44acfd1d6ef66afc1b80ad930e1fc7	it	different-language
A quel tempo, il secondo "kanji" era 坂 invece di 阪.	1d906c089de510fe6920e0a0122ddb2e5849ba7b8e0db13f5da4c9b38706c978	it	difficult-pronunciation
La Ә viene spesso traslitterata con Ä.	1bc56b3f14eda0d3f8fb62c59c8dfd11668b5a3a34929529f80ab21764681b2c	it	difficult-pronunciation
Perdido Beach, California.	1df005160eb500025964b9e1da94f93ed29039f6ef3e03cdcc434e6a4c56c04f	it	different-language
Alcune scene sono state girate a St. Scuola di Caterina, Richmond, Virginia.	1bf930c4466f6d06f52a0226e018a085e75191e712b21c521588593abdbf1325	it	difficult-pronounce
ਨਦਰਿ ਕਰੇ ਤਾ ਏਹੁ ਮੋਹੁ ਜਾਇ.	1586e97d1473f0d813a1e92c4b5098255c6f0e1de061a7506dafddbd0ff2f610	it	different-language
Донбасс; it.	1af94d7b14673cd9d6455aaabd45fb0df834a16ce0b5396247dc26e023a04c43	it	different-language
Timeless: The Classics Vol.	1d8bc5002b2a6fb9db0e3be886afd61c8e8d8b484fd8809478f9746bc243142f	it	different-language
Aşağı Ləgər	1dc4c4a1e089b356d4e8fe1e4d4242b26adadbae13057374c6214ffb7dd597f3	it	different-language
Hey, Man!	1dce212f62fdbe21ac36f823fa1929fb723cbbc92c319795f477c5d2f7b05f40	it	different-language
Demi Schuurs	1dd757963924a65259102ce3ecb633eb8cbb3045a23ea5fc0bea0ae7fc8107b0	it	different-language
Derek Bell	1db4c0fc69d09ae55995ea636114dbae4b6b0365d71976d278182ab7207556fa	it	different-language
Michael Larrabee	1c799f4db9c87a5916494a50566a33a1efe7ce12219bd54764b9de2d63de6850	it	different-language
The Birth of a Nation	1dd3dae37e3f39b98cbad2e2c327f8d1a7936861b7193e94c9a53d195151bb00	it	different-language
Richard Funk	1de9f2f92e0d185758000f8a9e01a09a7d44acfd1d6ef66afc1b80ad930e1fc7	it	different-language
Francis Ernest Lloyd	1dda9b86ee3ce143bf25c0cf56bff651070cee9bb46999c365878805c49ef445	it	different-language
René-Pierre Quentin	1cb6f99ce83246ae155142bf6cde52bfa146386fb0cb51dfadc60c90e31a5fcc	it	different-language
Albert Giger	1def3d28bde46c3040cf0ca75c9eb4f0f35fb99ab1d7d1cc1f626b71a4258205	it	different-language
Claude Schnell	1df8ad8460c0e0c3738f1f0c138f84bffd22aaed0162bd078e89cff8f98544ff	it	different-language
Anthony Petrie	1dd0981632f303c81b169f6ef702fb0d8d7b11dea4c53eab13e3b078d4a528ab	it	different-language
Jones dopperà un nuovo cattivo femminile, rivelando essere Zeta nel trailer del teaser.	1d7d419ccf6d3d61ee8bd82429d938b7d6949a4a07efdf3a3776b8c0fafcdf7a	it	grammar-or-spelling
Albert Giger	1def3d28bde46c3040cf0ca75c9eb4f0f35fb99ab1d7d1cc1f626b71a4258205	it	different-language
Samuel Cooper	1dc93a19fea19a2bd7e1e1fa0963e22a29c6b528feef4bcf16cc23bea146ed07	it	different-language
Anthony Petrie	1dd0981632f303c81b169f6ef702fb0d8d7b11dea4c53eab13e3b078d4a528ab	it	different-language
Timeless: The Classics Vol.	1d8bc5002b2a6fb9db0e3be886afd61c8e8d8b484fd8809478f9746bc243142f	it	different-language
Lo stesso giorno il comunica il suo ingaggio.	1e0fdd39d786b6ac32f0690a32fddb3b23bf63a6f5182373c581948183094eb2	it	grammar-or-spelling
René-Pierre Quentin	1cb6f99ce83246ae155142bf6cde52bfa146386fb0cb51dfadc60c90e31a5fcc	it	different-language
Darrell Steinberg	1e08e6e0aad3aeacc8aaa7a29022f8dd87d9fcdaf54cd227981bd4e13608f867	it	different-language
Border Patrol	1d70ca422b2094750e61487d44b1049715bcbc045ea82eff126a9eb0572dc65a	it	different-language
The Boy Scouts to the Rescue	1d5c789660955ba5677e08de4523c4654068df8b4e93366e44bd0b2657e9e754	it	different-language
Zhang Shuai	1db80b479e249bec9c0d269a680a68830d748da7e65622e843b417d8d8818e13	it	different-language
Call Me	1dfbf25e75a080d26f57d112989fadb4e9b36a7ef9879897a8109db9e9219423	it	different-language
One of the Finest	1de8cd3efbd7f32b49eb3b6bcd0cd62991d19add331205b780c974bd4b06e863	it	different-language
Van Houten	1d881f611bd3ce5d1c518a8915448e19236bcc9dd9f5ebed687bf331e9882f41	it	different-language
Six Flags Theme Parks, Inc.	1d5e5d61ea0638d5865a223ae011a739b3e6ac0955ee3ec3ba366988efa41b64	it	different-language
Big Girl	1db592069a373367509802bbd5c219bc227a718ffa0c7e62dd30611097c031eb	it	different-language
Hell House	1dd92a3aea5b98bcaff50ad0b3096c68eb21ba0181e864c0d8b421e71a789b7b	it	different-language
The Wake	1e071c222c407feea726c3a2d8bb9ad04b5be6a6f79a34c193da3101d1cc8dd8	it	different-language
Danger Mouse	1daa937739afb96a4c9c4d1b037d326c488844168deba5445690dbac8be1fe21	it	different-language
Ryan Christie	1e066f36b9397ea83b7db4235729abd5fae305355ee1d47ab4228028eebafc30	it	different-language
Darrell Steinberg	1e08e6e0aad3aeacc8aaa7a29022f8dd87d9fcdaf54cd227981bd4e13608f867	it	different-language
Aaron Bruce	1e19056aea79dc01a1d7de1bd80dae4cc8e5a544a5c2a86010a324888d2a8355	it	different-language
Gunther Baumann	1e0a7682af07b4207f4ad23408754fd780b8ac5c50d2aea16dd969aafe05c96b	it	different-language
Aşağı Ləgər	1dc4c4a1e089b356d4e8fe1e4d4242b26adadbae13057374c6214ffb7dd597f3	it	different-language
Victor Wagner	1dffb75e4a7c8318324ab41da48089f318329f01b0e67d19bc8afd56afb2efa6	it	different-language
I primi presentano un predominanza di piccoli cellule, i secondi grandi cellule.	1e0e19a77db8eccc06deb5bb7716e950998f98be05b4776a504878c0cf895bfd	it	grammar-or-spelling
Victor Rask	1dfeff5d904e8ca4914a830b1dabeac8955c2df9a4dd8b8bf73279dc30e23f10	it	different-language
Anthony Grant	1e1e557db84fd85f74b9ba54af0d3932e3487927f0489a7f6b861aa7e578056e	it	different-language
Out of Sight	1e1dbe8dae2965b1f4433511c9ae76f0caaadd9e4f876731f6c44b38f1f8d5d9	it	different-language
The Wake	1e071c222c407feea726c3a2d8bb9ad04b5be6a6f79a34c193da3101d1cc8dd8	it	different-language
Yang Xu	1d2de7a28b5a9adf2b4131170bc6888c27ca372030a5783d7bcafc858cb991e8	it	different-language
Glenn Williams	1e1ce483f0102629220bd2c0f41803e239058f5b5895467efa5ea59d42d6bb83	it	different-language
Aaron Bruce	1e19056aea79dc01a1d7de1bd80dae4cc8e5a544a5c2a86010a324888d2a8355	it	different-language
Ryan Christie	1e066f36b9397ea83b7db4235729abd5fae305355ee1d47ab4228028eebafc30	it	different-language
Derek Bell	1db4c0fc69d09ae55995ea636114dbae4b6b0365d71976d278182ab7207556fa	it	different-language
Edward Childs Carpenter	1df31ecd6e552b5b20db0734c0c16a6595282893b309e95b84d8c5a91bff4b98	it	different-language
Heinz on Sports".	1d5bcd4053800c3dc6ccc344570b22f77b864cfd5d042971204de43c87ef86e9	it	different-language
Michael Larrabee	1c799f4db9c87a5916494a50566a33a1efe7ce12219bd54764b9de2d63de6850	it	different-language
Patrick Cham	1e1f5893fc741ac66054e436689a1b48950120bad931f3651acc518a616955c2	it	different-language
The Gambler	1e1943e9eaf5cfe512ce508239b1b7c80e216a92df6d70424db7406cec65d73e	it	different-language
Reggie Witherspoon	1e0a2a7fbf34f8dccca2487e8175232503e8bea0230ad90ea8d346becae7a5dc	it	different-language
José Antonio Montero	1df6b28c508b1a29e66136fef71aced360e0540dc7e0273f89176d091e1b7317	it	different-language
John Bloom	1e17916358f2f8ecabf792393087e8334eaf9163ce434f762c04158fbeaa7733	it	different-language
Steve Powell	1e036f5f93731b65833aeec6287659b67234a2b029105523e37ce1904251f540	it	different-language
The Cat!".	1e0053efe9d83a0a04969fbe3977f5204f4054d327e2419120ef207c1711c50d	it	different-language
Anthony Grant	1e1e557db84fd85f74b9ba54af0d3932e3487927f0489a7f6b861aa7e578056e	it	different-language
I ruoti che gli sono affidati sono ancora fortemente stereotipati.	1e02ed94dc3509e1d04bcc2fbd7d2c168b79138d168dc62d6195c6cf7cecb509	it	grammar-or-spelling
Out of Sight	1e1dbe8dae2965b1f4433511c9ae76f0caaadd9e4f876731f6c44b38f1f8d5d9	it	different-language
Edward Childs Carpenter	1df31ecd6e552b5b20db0734c0c16a6595282893b309e95b84d8c5a91bff4b98	it	different-language
Spring Grove	1e1b7f831678aa48e8ddb629d054edc2cfbcd0861acc10981006a3b267e0d031	it	different-language
Agnetha Fältskog vol.	1e15cc49165107cd4eca18e012e329813efb83c96a33e07ec93de741b8b701da	it	different-language
Jesper Jensen	1df3bfdce9bfd49543dbbf5789e0bd4d509d7217530670ddecf98db0b17b359f	it	different-language
Gastón de Robertis	1e2b38e99ec4e5ff407ac92eda1667eda0ecc61f8a2fc92395ce5d69702ccdbc	it	different-language
Yeo Kab-soon	1e1ffc7576315542eda319e49ec8d1cd2a61c23d3caff054b9f8ad6ad2e77716	it	different-language
Victor Rask	1dfeff5d904e8ca4914a830b1dabeac8955c2df9a4dd8b8bf73279dc30e23f10	it	different-language
Rebecca Quinn	1de7d631cb5c6ffb6f0286a8c0f7da2f77808ff836eb42498e24caf1715bf878	it	different-language
Si trova a da Brisbane.	1deb68b82172ae6c0277781b5303709ccc857b3c6af6ecfabf9a5f16690d4f4f	it	grammar-or-spelling
Allan Carlsson	1dc85e1c7d0267e2b81616759f3ca8d3bd008018e4e31b569cdc2ce49db7995d	it	different-language
Sia quest'ultimo sia il padre sarebbero stati sepolti a Mynydd-y-Gaer, nel Glamorgan centrale.	1dea6deff0a41b723d3202116e88a65d8cd1c04c2b58b26d6322d01e15f015b1	it	grammar-or-spelling
Brunei, Kirghizistan e Tagikistan hanno annunciato il loro ritiro prima della composizione dei gironi.	1e0826fc134f9a330064ace1be98e4d4d671802d2d8c6c4386debbd66c89fa07	it	difficult-pronunciation
R. Daly, suo inventore.	1cf6ebb71e8ff53f90cc56495f607fee89e33741a12d45e73babf199f1a701b2	it	different-language
Le altre facoltà sono a Louvain-la-Neuve.	1df176dde94a9168882af5f6bc02e7604f1ab6d322722165d02096349af5471a	it	different-language
Sua figlia Augusta Vittoria di Schleswig-Holstein-Sonderburg-Augustenburg fu l'ultima imperatrice di Germania.	1e28afa1b6cd6ea45dcf3a39054730d9ed892cef4de947893387e987108ff100	it	different-language
Ricevette il kanji "家" da Tokugawa Ieyasu e il cognome Matsudaira.	1c5920f580191456af16471e218ad9fe69806eb97db393cfe6b6e50375594c84	it	different-language
Si conoscono evoluzioni successive del fuþark, diverse per numero e forma delle rune.	1e0abad52138020ab06388eced04741264661f1439706252cc1a304293774990	it	different-language
Una replica della corona è oggi esposta a Nowy Sącz, in Polonia.	1e11fa2f52b1a9bd164611e47d84fc5b846f1ed325cc01c551f3343af5c180ea	it	different-language
Glenn Williams	1e1ce483f0102629220bd2c0f41803e239058f5b5895467efa5ea59d42d6bb83	it	different-language
Samuel Cooper	1dc93a19fea19a2bd7e1e1fa0963e22a29c6b528feef4bcf16cc23bea146ed07	it	different-language
Claude Schnell	1df8ad8460c0e0c3738f1f0c138f84bffd22aaed0162bd078e89cff8f98544ff	it	different-language
Ladislav Novák	1e26190b35548ac1156c10281f3264a51a6f7f0c96658538422be7911d2457a0	it	different-language
Carlos Castro	1e4f2815af313c00c7ae028cca45ed0a48ee3752aa8fbf9d963b2cf0f4fd8bda	it	different-language
Si interessa si poesia ed ecologia.	1e48e893bb762adb8f19f39a7bff44f49f94921ebb6f25a7f132abeb0ab9a85c	it	grammar-or-spelling
Yeo Kab-soon	1e1ffc7576315542eda319e49ec8d1cd2a61c23d3caff054b9f8ad6ad2e77716	it	different-language
Claus Jensen	1e493a9d595a5eea2e531b4c9233c73579dc25c539d3034e32086a2382b28858	it	different-language
The Way of a Maid	1e3f2a765fdfb6baa5f758cc2d0c8f1f23bc0264662a305583ea1f93f0b7d219	it	different-language
